id,n_victimas,tipo_de_calle,comuna,longitud,latitud,participantes,victima,acusado,direccion_normalizada,rol,sexo,edad,fecha_hora,fecha_fallecimiento,categoria_edad,encrucijada
2017-0033,1,GRAL PAZ,11,-58.52466448,-34.60325478,AUTO-AUTO,AUTO,AUTO,"PAZ, GRAL. AV. y GUTIERREZ, RICARDO",CONDUCTOR,MASCULINO,28,2017-03-12 07:30:00,2017-03-12,18-29,True
2017-0034,1,CALLE,14,-58.42554218,-34.57929036,PEATON-AUTO,PEATON,AUTO,GODOY CRUZ 2651,PEATON,MASCULINO,43,2017-03-13 07:50:00,2017-03-13,30-44,False
2017-0035,1,AVENIDA,1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",CONDUCTOR,MASCULINO,28,2017-03-23 05:00:00,2017-03-23,18-29,True
2017-0035,1,AVENIDA,1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",PASAJERO_ACOMPAÑANTE,MASCULINO,32,2017-03-23 05:00:00,2017-03-23,30-44,True
2017-0035,1,AVENIDA,1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",PASAJERO_ACOMPAÑANTE,MASCULINO,30,2017-03-23 05:00:00,2017-03-23,30-44,True
2017-0036,1,GRAL PAZ,12,-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS,"PAZ, GRAL. AV. y CAMPANA",PASAJERO_ACOMPAÑANTE,FEMENINO,35,2017-03-29 18:00:00,2017-03-29,30-44,True
2017-0036,1,GRAL PAZ,12,-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS,"PAZ, GRAL. AV. y CAMPANA",CONDUCTOR,MASCULINO,20,2017-03-29 18:00:00,2017-03-29,18-29,True
2017-0037,1,AVENIDA,1,-58.38896772,-34.61799615,MOTO-CARGAS,MOTO,CARGAS,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",CONDUCTOR,MASCULINO,41,2017-03-31 03:00:00,2017-03-31,30-44,True
2017-0038,1,AVENIDA,7,-58.44516857,-34.64363363,MOTO-AUTO,MOTO,AUTO,CASTAÃ‘ARES AV. y LAUTARO,CONDUCTOR,FEMENINO,40,2017-04-01 19:00:00,2017-04-01,30-44,True
2017-0040,1,AVENIDA,13,-58.43834197,-34.54560369,MULTIPLE,AUTO,MULTIPLE,"GUIRALDES, INT. 2699",CONDUCTOR,MASCULINO,43,2017-04-03 09:40:00,2017-04-03,30-44,False
2017-0041,1,CALLE,7,-58.45485084,-34.63531854,MOTO-AUTO,MOTO,AUTO,"FERNANDEZ MORENO, BALDOMERO 2186",CONDUCTOR,MASCULINO,17,2017-04-03 23:15:00,2017-04-03,0-17,False
2017-0042,1,GRAL PAZ,14,-58.41762852029412,-34.580215296176476,MOTO-CARGAS,MOTO,CARGAS,"LUGONES, LEOPOLDO AV.",CONDUCTOR,MASCULINO,35,2017-04-10 09:00:00,2017-04-10,30-44,False
2017-0045,1,CALLE,10,-58.52449285,-34.62454175,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,NOGOYA 5940,CONDUCTOR,MASCULINO,21,2017-04-14 06:15:00,2017-04-14,18-29,False
2017-0047,1,AVENIDA,8,-58.46713742,-34.6719879,MOTO-AUTO,MOTO,AUTO,ARGENTINA AV. y CORVALAN,CONDUCTOR,MASCULINO,37,2017-04-23 06:30:00,2017-04-23,30-44,True
2017-0049,1,AVENIDA,8,-58.43850413,-34.65554754,PEATON-PASAJEROS,PEATON,PASAJEROS,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",PEATON,MASCULINO,22,2017-04-27 18:16:00,2017-04-27,18-29,True
2017-0050,1,AUTOPISTA,9,-58.50160378291667,-34.651376715,MOTO-CARGAS,MOTO,CARGAS,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,CONDUCTOR,MASCULINO,46,2017-04-28 11:08:08,2017-04-28,45-64,False
2017-0050,1,AUTOPISTA,9,-58.50160378291667,-34.651376715,MOTO-CARGAS,MOTO,CARGAS,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,PASAJERO_ACOMPAÑANTE,MASCULINO,16,2017-04-28 11:08:08,2017-04-28,0-17,False
2017-0051,1,AUTOPISTA,7,-58.45519558245903,-34.63626601967213,AUTO-AUTO,AUTO,AUTO,AU DELLEPIANE 2400,CONDUCTOR,MASCULINO,33,2017-05-01 03:47:47,2017-05-01,30-44,False
2017-0052,1,GRAL PAZ,8,-58.49413799,-34.68095739,PEATON-CARGAS,PEATON,CARGAS,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",PEATON,FEMENINO,47,2017-05-05 03:40:00,2017-05-05,45-64,True
2017-0053,1,CALLE,4,-58.37547846,-34.65326075,MOTO-CARGAS,MOTO,CARGAS,VIEYTES y VILLARINO,CONDUCTOR,MASCULINO,28,2017-05-05 20:16:22,2017-05-05,18-29,True
2017-0054,1,AVENIDA,15,-58.48680218,-34.58689719,MOTO-AUTO,MOTO,AUTO,"DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",PASAJERO_ACOMPAÑANTE,FEMENINO,20,2017-05-07 21:00:00,2017-05-07,18-29,True
2017-0055,1,AVENIDA,12,-58.49563989,-34.57962262,AUTO-AUTO,AUTO,AUTO,DE LOS CONSTITUYENTES AV. 4900,CONDUCTOR,MASCULINO,32,2017-05-09 08:30:00,2017-05-09,30-44,False
2017-0058,1,AVENIDA,1,-58.38403232,-34.5991594,PEATON-MOTO,PEATON,MOTO,CORDOBA AV. y LIBERTAD,PEATON,MASCULINO,80,2017-05-09 23:10:00,2017-05-09,65+,True
2017-0059,1,CALLE,1,-58.38223382,-34.62693865,PEATON-PASAJEROS,PEATON,PASAJEROS,BRASIL y LIMA,PEATON,FEMENINO,39,2017-05-11 09:24:00,2017-05-11,30-44,True
2017-0060,1,AVENIDA,8,-58.45966521,-34.67323292,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,"ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",PASAJERO_ACOMPAÑANTE,MASCULINO,30,2017-05-13 07:20:00,2017-05-13,30-44,True
2017-0061,1,AVENIDA,2,-58.39303911,-34.59871111,PEATON-MOTO,PEATON,MOTO,PARAGUAY y CALLAO AV.,PEATON,MASCULINO,47,2017-05-15 13:29:30,2017-05-16,45-64,True
2017-0062,1,AVENIDA,10,-58.51262106,-34.63395999,MOTO-CARGAS,MOTO,CARGAS,"JUSTO, JUAN B. AV. y SAN BLAS",CONDUCTOR,MASCULINO,35,2017-05-15 16:00:00,2017-05-15,30-44,True
2017-0063,1,AVENIDA,1,-58.38118367,-34.61646839,PEATON-PASAJEROS,PEATON,PASAJEROS,CHILE y 9 DE JULIO AV.,PEATON,FEMENINO,79,2017-05-17 10:13:00,2017-05-17,65+,True
2017-0064,1,CALLE,1,-58.37653284,-34.60582475,CARGAS-AUTO,CARGAS,AUTO,"MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",PASAJERO_ACOMPAÑANTE,MASCULINO,61,2017-05-20 05:00:00,2017-05-20,45-64,True
2017-0065,1,AVENIDA,4,-58.37709334,-34.64035082,BICICLETA-CARGAS,BICICLETA,CARGAS,SUAREZ AV. y HERRERA,CICLISTA,MASCULINO,21,2017-05-22 16:00:00,2017-05-22,18-29,True
2017-0066,1,AVENIDA,15,-58.46002142,-34.60409469,PEATON-PASAJEROS,PEATON,PASAJEROS,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,PEATON,MASCULINO,10,2017-05-22 18:10:00,2017-05-22,0-17,True
2017-0067,1,AVENIDA,6,-58.4338197,-34.62801894,MOTO-CARGAS,MOTO,CARGAS,"DIRECTORIO AV. y MORENO, JOSE MARIA AV.",CONDUCTOR,MASCULINO,21,2017-05-23 02:45:00,2017-05-23,18-29,True
2017-0068,1,AVENIDA,8,-58.43580656,-34.66437532,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,"RABANAL, FRANCISCO, INTENDENTE AV. 2950",CONDUCTOR,MASCULINO,32,2017-05-27 19:50:00,2017-05-27,30-44,False
2017-0069,1,GRAL PAZ,9,-58.52173071,-34.65997463,MOTO-SD,MOTO,AUTO,"PAZ, GRAL. AV. y SCHMIDL, ULRICO",CONDUCTOR,MASCULINO,39,2017-05-24 14:15:00,2017-05-29,30-44,True
2017-0070,1,CALLE,11,-58.50791763,-34.59804273,PEATON-AUTO,PEATON,AUTO,NUEVA YORK 3696,PEATON,MASCULINO,80,2017-05-30 13:20:00,2017-05-31,65+,False
2017-0072,1,AVENIDA,12,-58.49175088,-34.58226957,AUTO-AUTO,AUTO,AUTO,DE LOS CONSTITUYENTES AV. y VALLEJOS,CONDUCTOR,MASCULINO,25,2017-06-03 23:20:00,2017-06-03,18-29,True
2017-0073,1,AVENIDA,3,-58.40781467,-34.60425669,MOTO-AUTO,MOTO,AUTO,CORRIENTES AV. y ECUADOR,CONDUCTOR,MASCULINO,19,2017-06-04 09:00:00,2017-06-04,18-29,True
2017-0074,1,CALLE,9,-58.52567073,-34.63787791,SD-SD,MOTO,AUTO,CASCO 133,CONDUCTOR,MASCULINO,70,2017-06-04 12:50:00,2017-06-04,65+,False
2017-0075,1,AVENIDA,1,-58.381542,-34.60906385,PEATON-MOTO,PEATON,MOTO,DE MAYO AV. y 9 DE JULIO AV.,PEATON,MASCULINO,55,2017-06-12 22:38:00,2017-06-12,45-64,True
2017-0076,1,AVENIDA,2,-58.38526125,-34.5780581,PEATON-CARGAS,PEATON,CARGAS,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",PEATON,FEMENINO,30,2017-06-13 14:50:00,2017-06-13,30-44,True
2017-0077,1,CALLE,14,-58.42934104,-34.58451712,MOTO-CARGAS,MOTO,CARGAS,FRAY JUSTO SANTAMARIA DE ORO 1930,CONDUCTOR,FEMENINO,60,2017-06-17 23:45:00,2017-06-18,45-64,False
2017-0079,1,CALLE,3,-58.40657493,-34.61781124,MOTO-CARGAS,MOTO,CARGAS,MEXICO y DEAN FUNES,CONDUCTOR,MASCULINO,33,2017-06-19 16:26:00,2017-06-19,30-44,True
2017-0080,1,AVENIDA,9,-58.49525314,-34.64487785,PEATON-CARGAS,PEATON,CARGAS,"ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",PEATON,FEMENINO,95,2017-06-22 10:15:00,2017-06-22,65+,True
2017-0082,1,AVENIDA,4,-58.39092851,-34.62932696,PEATON-AUTO,PEATON,AUTO,ENTRE RIOS AV. y BRASIL,PEATON,MASCULINO,36,2017-06-25 22:40:00,2017-06-25,30-44,True
2017-0083,1,AVENIDA,9,-58.49603546,-34.64564271,MOTO-CARGAS,MOTO,CARGAS,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",CONDUCTOR,MASCULINO,37,2017-07-04 00:25:00,2017-07-04,30-44,True
2017-0084,1,AVENIDA,2,-58.38502878,-34.58703485,PEATON-PASAJEROS,PEATON,PASAJEROS,DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A,PEATON,FEMENINO,73,2017-07-05 12:49:00,2017-07-05,65+,True
2017-0085,1,AVENIDA,4,-58.37261143,-34.63150425,PEATON-PASAJEROS,PEATON,PASAJEROS,"TACUARI y GARCIA, MARTIN AV.",PEATON,MASCULINO,84,2017-07-07 14:15:00,2017-07-07,65+,True
2017-0086,1,AVENIDA,9,-58.51876802,-34.63905965,PEATON-MOTO,PEATON,MOTO,RIVADAVIA AV. y MURGUIONDO,PEATON,FEMENINO,30,2017-07-09 07:30:00,2017-07-09,30-44,True
2017-0087,1,CALLE,3,-58.41095567,-34.61516101,PEATON-AUTO,PEATON,AUTO,24 DE NOVIEMBRE 390,PEATON,FEMENINO,73,2017-07-10 10:45:00,2017-07-10,65+,False
2017-0088,1,AVENIDA,1,-58.36797542,-34.62519403,PEATON-PASAJEROS,PEATON,PASAJEROS,PASEO COLON AV. y BRASIL AV.,PEATON,MASCULINO,43,2017-07-10 22:30:00,2017-07-10,30-44,True
2017-0089,1,CALLE,9,-58.51514709,-34.64787051,SD-AUTO,MOTO,AUTO,"LEGUIZAMON, MARTINIANO 901",CONDUCTOR,MASCULINO,23,2017-07-13 12:05:00,2017-07-13,18-29,False
2017-0090,1,GRAL PAZ,11,-58.51925642,-34.59171721,PEATON-AUTO,PEATON,AUTO,"CHIVILCOY AV. y PAZ, GRAL. AV.",PEATON,MASCULINO,22,2017-07-15 05:15:00,2017-07-15,18-29,True
2017-0091,1,GRAL PAZ,12,-58.48671535,-34.54321216,MOTO-SD,MOTO,AUTO,"SUPERI y PAZ, GRAL. AV.",CONDUCTOR,MASCULINO,58,2017-07-15 13:00:00,2017-07-15,45-64,True
2017-0092,1,AUTOPISTA,1,-58.38268809,-34.62282019,PEATON-AUTO,PEATON,AUTO,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,PEATON,MASCULINO,66,2017-07-24 22:16:01,2017-07-24,65+,True
2017-0093,1,AUTOPISTA,13,-58.43633522,-34.54966288,PEATON-AUTO,PEATON,AUTO,"LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",PEATON,MASCULINO,35,2017-07-25 16:48:40,2017-07-25,30-44,True
2017-0094,1,CALLE,10,-58.52640838,-34.61765855,BICICLETA-CARGAS,BICICLETA,CARGAS,"HUGO, VICTOR 2639",CICLISTA,FEMENINO,56,2017-07-27 08:50:00,2017-07-27,45-64,False
2017-0095,1,AVENIDA,14,-58.41894306,-34.59778875,MOTO-AUTO,MOTO,AUTO,"CORDOBA AV. y SALGUERO, JERONIMO",CONDUCTOR,MASCULINO,36,2017-08-06 08:00:00,2017-08-06,30-44,True
2017-0096,1,AVENIDA,13,-58.46756026,-34.54972741,PEATON-PASAJEROS,PEATON,PASAJEROS,CABILDO AV. y NUÃ‘EZ,PEATON,MASCULINO,87,2017-08-07 19:50:00,2017-08-07,65+,True
2017-0098,1,CALLE,7,-58.45715752,-34.63132912,PEATON-AUTO,PEATON,AUTO,"BONIFACIO, JOSE 2114",PEATON,FEMENINO,61,2017-08-08 12:10:00,2017-08-08,45-64,False
2017-0099,1,AVENIDA,14,-58.42406784,-34.56213916,BICICLETA-AUTO,BICICLETA,AUTO,"FIGUEROA ALCORTA, PRES. AV. 5400",CICLISTA,MASCULINO,28,2017-08-17 19:45:00,2017-08-17,18-29,False
2017-0100,1,CALLE,3,-58.3967447,-34.61512051,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,REPUBLICA BOLIVARIANA DE VENEZUELA 2135,PASAJERO_ACOMPAÑANTE,FEMENINO,16,2017-08-21 07:45:00,2017-08-21,0-17,False
2017-0101,1,AVENIDA,13,-58.44537508,-34.57084818,MULTIPLE,PEATON,MULTIPLE,"LACROZE, FEDERICO AV. y ZAPATA",PEATON,FEMENINO,61,2017-08-23 10:00:00,2017-08-23,45-64,True
2017-0102,1,AVENIDA,4,-58.40056767,-34.6510708,PEATON-CARGAS,PEATON,CARGAS,"IRIARTE, GRAL. AV. y ZAVALETA",PEATON,MASCULINO,46,2017-08-24 01:10:00,2017-08-24,45-64,True
2017-0104,1,AVENIDA,1,-58.38109568,-34.61853244,PEATON-CARGAS,PEATON,CARGAS,9 DE JULIO AV. y ESTADOS UNIDOS,PEATON,FEMENINO,18,2017-08-25 09:00:00,2017-08-25,18-29,True
2017-0106,1,CALLE,14,-58.42533612,-34.58035258,PEATON-PASAJEROS,PEATON,PASAJEROS,FRAY JUSTO SANTAMARIA DE ORO y GUEMES,PEATON,FEMENINO,85,2017-08-31 19:50:00,2017-08-31,65+,True
2017-0107,1,AVENIDA,13,-58.46062311,-34.54395182,MOTO-CARGAS,MOTO,CARGAS,DEL LIBERTADOR AV. y JARAMILLO,CONDUCTOR,MASCULINO,41,2017-09-01 11:30:00,2017-09-01,30-44,True
2017-0108,1,GRAL PAZ,12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,"PAZ, GRAL. AV. y MACHAIN",PASAJERO_ACOMPAÑANTE,MASCULINO,17,2017-09-02 04:53:08,2017-09-02,0-17,True
2017-0108,1,GRAL PAZ,12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,"PAZ, GRAL. AV. y MACHAIN",PASAJERO_ACOMPAÑANTE,MASCULINO,10,2017-09-02 04:53:08,2017-09-02,0-17,True
2017-0109,1,AVENIDA,7,-58.47130269,-34.63665402,MOTO-AUTO,MOTO,AUTO,DIRECTORIO AV. y PORTELA,CONDUCTOR,MASCULINO,21,2017-09-04 21:00:00,2017-09-05,18-29,True
2017-0110,1,AVENIDA,1,-58.370488,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS,"LAVALLE y ALEM, LEANDRO N. AV.",PEATON,MASCULINO,56,2017-09-06 14:15:00,2017-09-07,45-64,True
2017-0111,1,CALLE,4,-58.42023854,-34.6423411,PEATON-CARGAS,PEATON,CARGAS,USPALLATA y PIROVANO,PEATON,FEMENINO,79,2017-09-07 18:23:37,2017-09-07,65+,True
2017-0112,1,AUTOPISTA,7,-58.45807401,-34.6399743,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,AUTOPISTA 25 DE MAYO y VARELA AV.,PASAJERO_ACOMPAÑANTE,MASCULINO,1,2017-09-10 09:32:17,2017-09-10,0-17,False
2017-0112,1,AUTOPISTA,7,-58.45807401,-34.6399743,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,AUTOPISTA 25 DE MAYO y VARELA AV.,PASAJERO_ACOMPAÑANTE,MASCULINO,35,2017-09-10 09:32:17,2017-09-13,30-44,False
2017-0113,1,AVENIDA,1,-58.37697717,-34.59573848,PEATON-PASAJEROS,PEATON,PASAJEROS,SANTA FE AV. y MAIPU,PEATON,FEMENINO,76,2017-09-11 06:30:00,2017-09-11,65+,True
2017-0114,1,AVENIDA,2,-58.3910058,-34.5849866,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,ALVEAR AV. y DEL LIBERTADOR AV.,CONDUCTOR,MASCULINO,26,2017-09-15 02:30:00,2017-09-15,18-29,True
2017-0115,1,AVENIDA,5,-58.42182126,-34.63089661,MOTO-BICICLETA,MOTO,BICICLETA,PAVON AV. y TREINTA Y TRES ORIENTALES,CONDUCTOR,MASCULINO,34,2017-09-19 18:52:33,2017-09-19,30-44,True
2017-0116,1,GRAL PAZ,12,-58.51389422,-34.58075791,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,"PAZ, GRAL. AV. 5750",CONDUCTOR,MASCULINO,22,2017-09-20 22:24:00,2017-09-20,18-29,False
2017-0118,1,AVENIDA,4,-58.37585415,-34.65232158,MOTO-AUTO,MOTO,AUTO,"VIEYTES y CRUZ, OSVALDO AV.",PASAJERO_ACOMPAÑANTE,FEMENINO,26,2017-09-22 07:02:09,2017-09-29,18-29,True
2017-0120,1,AUTOPISTA,9,-58.47297505,-34.66245085,MOTO-CARGAS,MOTO,CARGAS,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,CONDUCTOR,MASCULINO,20,2017-10-02 15:55:33,2017-10-02,18-29,True
2017-0123,1,AVENIDA,8,-58.46855503,-34.67216349,PEATON-AUTO,PEATON,AUTO,ALBARIÃ‘O y ARGENTINA AV.,PEATON,FEMENINO,36,2017-10-10 01:05:38,2017-10-10,30-44,True
2017-0124,1,CALLE,15,-58.44254033,-34.59185043,MOTO-PASAJEROS,MOTO,PASAJEROS,"RAMIREZ DE VELASCO, JUAN 1211",CONDUCTOR,MASCULINO,51,2017-10-12 14:40:28,2017-10-12,45-64,False
2017-0125,1,AVENIDA,8,-58.46622247,-34.67926929,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LARRAYA",CONDUCTOR,MASCULINO,29,2017-10-13 06:12:20,2017-10-13,18-29,True
2017-0126,1,AVENIDA,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,PASAJERO_ACOMPAÑANTE,MASCULINO,39,2017-10-14 06:15:00,2017-10-14,30-44,True
2017-0126,1,AVENIDA,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,CONDUCTOR,MASCULINO,36,2017-10-14 06:15:00,2017-10-14,30-44,True
2017-0127,1,AVENIDA,2,-58.41192137,-34.59800248,MOTO-MOTO,MOTO,MOTO,GALLO y CORDOBA AV.,PASAJERO_ACOMPAÑANTE,MASCULINO,24,2017-10-16 07:45:00,2017-10-16,18-29,True
2017-0128,1,CALLE,6,-58.44034689,-34.61349731,PEATON-PASAJEROS,PEATON,PASAJEROS,"ARANGUREN, JUAN F., DR. 611",PEATON,FEMENINO,60,2017-10-17 12:30:00,2017-10-17,45-64,False
2017-0129,1,AUTOPISTA,9,-58.47155277,-34.64925746,MOTO-PASAJEROS,MOTO,PASAJEROS,AUTOPISTA PERITO MORENO y AUTOPISTA 25 DE MAYO,CONDUCTOR,MASCULINO,57,2017-10-26 19:15:15,2017-10-26,45-64,True
2017-0130,1,AVENIDA,15,-58.47883099,-34.59967065,AUTO-CARGAS,AUTO,CARGAS,CHORROARIN y SAN MARTIN AV.,CONDUCTOR,MASCULINO,23,2017-10-27 05:30:00,2017-10-27,18-29,True
2017-0132,1,AVENIDA,8,-58.46552171,-34.6937413,MOTO-PASAJEROS,MOTO,PASAJEROS,"COSQUIN y ROCA, CNEL. AV.",CONDUCTOR,MASCULINO,23,2017-10-30 14:00:00,2017-10-30,18-29,True
2017-0134,1,AVENIDA,8,-58.4423972,-34.66777987,PEATON-PASAJEROS,PEATON,PASAJEROS,"ROCA, CNEL. AV. 3555",PEATON,FEMENINO,47,2017-11-06 18:00:00,2017-11-06,45-64,False
2017-0135,1,AVENIDA,15,-58.47032551,-34.59626814,MOTO-CARGAS,MOTO,CARGAS,WARNES AV. y PUNTA ARENAS,CONDUCTOR,MASCULINO,24,2017-11-07 12:14:10,2017-11-07,18-29,True
2017-0136,1,AVENIDA,4,-58.41827843,-34.65522746,PEATON-PASAJEROS,PEATON,PASAJEROS,"BARCO CENTENERA DEL y RABANAL, FRANCISCO, INTENDENTE AV.",PEATON,MASCULINO,55,2017-11-16 08:43:00,2017-11-16,45-64,True
2017-0137,1,AVENIDA,11,-58.51280715,-34.59279388,PEATON-CARGAS,PEATON,CARGAS,MOSCONI GENERAL AV. y SAN NICOLAS,PEATON,FEMENINO,60,2017-11-17 11:45:00,2017-11-17,45-64,True
2017-0138,1,AVENIDA,7,-58.46258582,-34.64385704,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,"LAFUENTE AV. y PERON, EVA AV.",PASAJERO_ACOMPAÑANTE,MASCULINO,25,2017-11-19 10:30:00,2017-11-19,18-29,True
2017-0139,1,AVENIDA,8,-58.45064148,-34.68003614,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,"ROCA, CNEL. AV. y ESCALADA AV.",PASAJERO_ACOMPAÑANTE,FEMENINO,15,2017-11-19 22:30:00,2017-11-19,0-17,True
2017-0140,1,AUTOPISTA,4,-58.37714647568196,-34.63657525428238,MOTO-PASAJEROS,MOTO,PASAJEROS,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,CONDUCTOR,MASCULINO,24,2017-11-19 23:22:17,2017-11-19,18-29,False
2017-0141,1,AVENIDA,6,-58.42717783,-34.62513374,PEATON-PASAJEROS,PEATON,PASAJEROS,"LA PLATA AV. y GOYENA, PEDRO AV.",PEATON,FEMENINO,22,2017-11-23 19:45:00,2017-11-23,18-29,True
2017-0143,1,CALLE,11,-58.46442001,-34.60724519,AUTO-PASAJEROS,AUTO,PASAJEROS,"TRELLES, MANUEL R. y DIAZ, CESAR, GRAL.",CONDUCTOR,MASCULINO,50,2017-11-25 21:45:00,2017-11-25,45-64,True
2017-0144,1,GRAL PAZ,8,-58.47064556,-34.69843756,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,"ROCA, CNEL. AV. y PAZ, GRAL. AV.",PASAJERO_ACOMPAÑANTE,FEMENINO,50,2017-11-26 06:45:00,2017-11-26,45-64,True
2017-0145,1,CALLE,5,-58.41677733,-34.61223119,MOTO-AUTO,MOTO,AUTO,MAZA y DON BOSCO,CONDUCTOR,MASCULINO,58,2017-11-26 17:05:00,2017-11-26,45-64,True
2017-0147,1,GRAL PAZ,9,-58.5025179,-34.67450313,MOTO-AUTO,MOTO,AUTO,"PAZ, GRAL. AV. y PERON, EVA AV.",CONDUCTOR,MASCULINO,49,2017-11-28 11:15:00,2017-11-28,45-64,True
2017-0148,1,AVENIDA,3,-58.40708125,-34.62438894,PEATON-PASAJEROS,PEATON,PASAJEROS,SAN JUAN AV. y LA RIOJA,PEATON,FEMENINO,82,2017-11-29 10:45:00,2017-11-29,65+,True
2017-0149,1,AVENIDA,1,-58.36947198,-34.61477051,PEATON-PASAJEROS,PEATON,PASAJEROS,PASEO COLON AV. y MEXICO,PEATON,MASCULINO,13,2017-11-30 12:20:00,2017-11-30,0-17,True
2017-0150,1,AVENIDA,9,-58.51140889,-34.63934531,PEATON-AUTO,PEATON,AUTO,RIVADAVIA AV. y MIRALLA,PEATON,MASCULINO,56,2017-12-04 01:15:00,2017-12-04,45-64,True
2017-0151,1,CALLE,4,-58.37460912,-34.65559133,PEATON-PASAJEROS,PEATON,PASAJEROS,VIEYTES y LUJAN,PEATON,MASCULINO,35,2017-12-04 02:15:00,2017-12-04,30-44,True
2017-0152,1,CALLE,4,-58.41146277,-34.65073916,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CACHI y TRAFUL,CICLISTA,MASCULINO,19,2017-12-06 17:30:00,2017-12-06,18-29,True
2017-0153,1,AVENIDA,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS,ROSARIO y LA PLATA AV.,PASAJERO_ACOMPAÑANTE,MASCULINO,35,2017-12-11 02:00:00,2017-12-12,30-44,True
2017-0153,1,AVENIDA,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS,ROSARIO y LA PLATA AV.,CONDUCTOR,MASCULINO,30,2017-12-11 02:00:00,2017-12-12,30-44,True
2017-0154,1,AVENIDA,4,-58.39035581,-34.63412287,PEATON-PASAJEROS,PEATON,PASAJEROS,ENTRE RIOS AV. y CASEROS AV.,PEATON,MASCULINO,76,2017-12-11 09:15:00,2017-12-11,65+,True
2017-0155,1,AVENIDA,7,-58.45593915,-34.62656868,SD-MOTO,MOTO,MOTO,RIVADAVIA AV. 6350,CONDUCTOR,MASCULINO,77,2017-12-12 21:25:41,2017-12-12,65+,False
2017-0157,1,GRAL PAZ,9,-58.52866211,-34.64597065,AUTO-PASAJEROS,AUTO,PASAJEROS,"PAZ, GRAL. AV. y HUMAITA",CONDUCTOR,MASCULINO,53,2017-12-17 09:02:00,2017-12-17,45-64,True
2017-0158,1,GRAL PAZ,11,-58.52037476,-34.59407024,MOTO-AUTO,MOTO,AUTO,"GUALEGUAYCHU y PAZ, GRAL. AV.",CONDUCTOR,MASCULINO,32,2017-12-18 21:30:00,2017-12-18,30-44,True
